,"97","25","0","129","32","0","136","40","0","125","50","36","121","47","157","157","49","1","132","37","4","152","59","12","168","70","0","135","40","164"
,"97","25","0","129","32","0","136","40","0","126","50","20","122","48","173","157","49","0","132","37","4","152","59","4","168","70","1","136","41","133"
,"97","25","3","129","32","1","136","40","2","126","50","14","123","49","138","157","49","1","132","37","4","152","59","0","168","70","0","137","41","95"
,"97","25","2","129","32","0","137","40","16","126","50","0","124","49","80","157","49","0","132","37","1","152","59","0","168","70","14","138","41","52"
,"97","25","3","129","32","0","138","40","48","126","50","1","125","49","50","157","49","1","132","37","3","152","59","0","169","70","27","139","41","21"
,"97","25","4","129","32","0","139","41","112","126","50","1","126","49","28","157","49","5","132","37","1","152","59","0","169","70","4","139","41","4"
,"97","25","1","129","32","0","140","42","159","126","50","2","127","49","17","157","49","0","132","37","0","152","59","2","169","70","0","139","41","1"
,"97","25","2","129","32","0","141","43","156","126","50","8","127","49","14","157","49","0","132","37","1","152","59","8","169","70","1","139","41","0"
,"97","25","1","129","32","1","142","44","126","126","50","14","127","49","0","157","49","0","132","37","0","152","59","11","169","70","1","139","41","0"
,"97","25","0","129","32","0","143","44","85","126","50","7","127","49","3","157","49","0","132","37","1","152","59","0","169","70","2","139","41","4"
,"97","25","0","129","32","2","144","44","23","126","50","0","127","49","1","157","49","1","132","37","0","152","59","0","169","70","0","140","41","22"
,"97","25","0","129","32","0","144","44","2","126","50","0","127","49","1","157","49","0","132","37","0","152","59","15","169","70","1","141","41","43"
,"97","25","1","129","32","0","144","44","1","126","50","0","127","49","0","157","49","0","132","37","0","153","59","55","169","70","0","142","41","67"
,"97","25","0","129","32","0","144","44","6","127","50","16","127","49","3","157","49","1","132","37","0","154","60","148","169","70","0","143","41","74"
,"97","25","0","129","32","0","144","44","3","128","50","40","128","49","24","157","49","1","132","37","1","155","61","196","169","70","0","144","41","71"
,"97","25","2","129","32","1","144","44","0","129","50","92","129","49","54","157","49","0","132","37","0","156","62","171","169","70","1","145","41","48"
,"98","25","27","129","32","1","144","44","0","130","51","128","130","50","125","157","49","0","132","37","0","157","63","131","169","70","2","146","41","49"
,"99","25","69","129","32","0","144","44","0","131","52","140","131","51","166","157","49","0","132","37","5","158","63","66","169","70","12","147","41","26"
,"100","25","84","129","32","0","144","44","6","132","52","91","132","52","154","157","49","0","133","37","29","159","63","18","170","70","47","147","41","1"
,"101","26","130","130","32","16","145","44","26","133","52","60","133","53","120","157","49","0","134","37","75","159","63","3","171","70","59","147","41","3"
,"102","27","123","131","32","32","146","44","19","133","52","11","134","53","65","157","49","0","135","38","129","159","63","0","172","71","110","147","41","0"
,"103","27","74","132","32","66","146","44","1","133","52","0","135","53","53","157","49","0","136","39","178","159","63","0","173","72","163","147","41","0"
,"104","27","32","133","33","167","146","44","1","133","52","0","136","53","26","157","49","0","137","40","135","159","63","2","174","73","124","147","41","2"
,"105","27","23","134","34","174","146","44","0","133","52","0","136","53","8","157","49","0","138","40","74","159","63","7","175","73","76","147","41","11"
,"105","27","15","135","35","124","146","44","0","133","52","12","136","53","4","157","49","2","139","40","28","160","63","24","176","73","47","147","41","11"
,"105","27","15","136","35","85","146","44","0","134","52","20","136","53","0","157","49","2","139","40","9","161","63","33","177","73","24","147","41","1"
,"106","27","18","137","35","29","146","44","0","134","52","7","136","53","0","157","49","0","139","40","4","162","63","32","178","73","21","148","41","18"
,"107","27","20","137","35","2","146","44","0","134","52","1","136","53","0","157","49","6","139","40","1","163","63","67","179","73","18","149","41","27"
,"107","27","4","137","35","1","146","44","1","134","52","1","136","53","5","158","49","31","139","40","9","164","64","124","179","73","6","150","41","27"
,"107","27","0","137","35","2","146","44","0","134","52","14","136","53","0","159","49","73","139","40","3","165","65","140","179","73","1","151","41","38"
,"107","27","0","137","35","0","146","44","0","135","52","44","136","53","0","160","50","164","139","40","3","166","65","97","179","73","2","152","41","90"
,"107","27","0","137","35","1","146","44","0","136","52","78","136","53","0","161","51","185","139","40","0","167","65","54","179","73","0","153","42","117"
,"107","27","0","138","35","16","146","44","1","137","53","145","136","53","0","162","52","144","139","40","0","168","65","21","179","73","2","154","42","97"
,"107","27","0","139","35","36","147","44","16","138","54","180","136","53","1","163","52","91","139","40","0","168","65","8","179","73","15","155","42","62"
,"107","27","0","140","35","51","148","44","66","139","55","126","136","53","5","164","52","56","139","40","3","168","65","0","179","73","8","156","42","48"
,"107","27","1","141","35","39","149","45","192","140","55","76","136","53","9","164","52","5","139","40","14","168","65","0","179","73","3","157","42","19"
,"107","27","7","142","35","32","150","46","209","141","55","21","136","53","5","164","52","2","139","40","15","168","65","0","179","73","0","157","42","9"
,"107","27","2","143","35","38","151","47","166","141","55","1","136","53","0","164","52","1","139","40","8","168","65","0","179","73","0","157","42","7"
,"107","27","1","144","35","79","152","48","114","141","55","0","136","53","1","164","52","3","140","40","17","168","65","0","179","73","0","157","42","2"
,"107","27","0","145","35","68","153","48","54","141","55","0","136","53","0","164","52","1","141","40","56","168","65","0","179","73","0","157","42","0"
,"107","27","1","146","35","51","154","48","23","141","55","0","136","53","0","164","52","0","142","40","86","168","65","0","179","73","0","157","42","0"
,"107","27","0","147","35","32","154","48","7","141","55","0","136","53","0","164","52","6","143","41","114","168","65","0","179","73","1","157","42","4"
,"107","27","0","148","35","21","154","48","0","141","55","0","136","53","0","164","52","8","144","42","118","168","65","1","179","73","3","157","42","10"
,"107","27","7","149","35","17","154","48","0","141","55","0","136","53","2","164","52","1","145","42","74","168","65","0","179","73","1","157","42","1"
,"108","27","32","149","35","13","154","48","0","141","55","0","137","53","24","164","52","7","146","42","22","168","65","0","179","73","0","157","42","0"
,"109","27","90","149","35","2","154","48","3","141","55","0","138","53","83","164","52","0","146","42","9","168","65","2","179","73","0","157","42","9"
,"110","28","119","149","35","3","155","48","16","141","55","1","139","54","146","164","52","0","147","42","18","168","65","0","179","73","1","158","42","22"
,"111","29","142","149","35","0","156","48","42","141","55","0","140","55","207","164","52","1","148","42","25","168","65","0","180","73","19","159","42","27"
,"112","30","105","149","35","0","157","48","47","141","55","0","141","56","162","164","52","0","148","42","5","168","65","0","181","73","54","159","42","11"
,"113","30","76","149","35","0","158","48","26","141","55","1","142","56","89","164","52","1","148","42","8","168","65","0","182","74","127","160","42","20"
,"114","30","44","149","35","0","158","48","5","141","55","0","143","56","29","164","52","0","148","42","3","168","65","0","183","75","215","161","42","19"
,"115","30","23","149","35","0","158","48","0","141","55","0","143","56","7","164","52","0","148","42","0","169","65","26","184","76","184","161","42","1"
,"115","30","6","149","35","2","158","48","0","141","55","1","143","56","5","164","52","1","148","42","0","170","65","77","185","77","127","161","42","4"
,"115","30","0","149","35","0","158","48","0","141","55","0","143","56","0","164","52","0","148","42","0","171","66","113","186","77","75","161","42","9"
,"115","30","0","149","35","0","158","48","5","141","55","2","143","56","1","164","52","0","148","42","1","172","67","193","187","77","37","161","42","5"
,"115","30","1","149","35","1","158","48","0","141","55","0","143","56","0","164","52","0","148","42","0","173","68","162","187","77","12","161","42","1"
,"115","30","1","149","35","7","158","48","0","141","55","0","143","56","0","164","52","1","148","42","0","174","69","125","187","77","8","161","42","3"
,"115","30","0","149","35","13","158","48","1","141","55","0","143","56","2","164","52","0","148","42","8","175","69","57","187","77","9","161","42","1"
,"115","30","0","150","35","66","158","48","0","141","55","0","143","56","0","164","52","0","149","42","65","176","69","33","187","77","9","161","42","0"
,"115","30","8","151","36","156","158","48","0","141","55","0","143","56","0","164","52","1","150","43","142","177","69","32","187","77","10","161","42","0"
,"116","30","26","152","37","198","158","48","0","141","55","0","143","56","0","164","52","0","151","44","195","178","69","21","188","77","22","161","42","1"
,"117","30","69","153","38","169","158","48","0","141","55","0","143","56","1","164","52","0","152","45","151","178","69","8","189","77","22","161","42","0"
,"118","31","129","154","39","110","158","48","0","142","55","20","143","56","3","164","52","1","153","45","89","178","69","2","190","77","26","161","42","0"
,"119","32","142","155","39","67","158","48","0","143","56","102","143","56","11","164","52","0","154","45","45","178","69","3","191","77","44","161","42","0"
,"120","33","116","156","39","28","158","48","0","144","57","172","144","56","47","164","52","1","154","45","6","178","69","2","192","77","30","161","42","0"
,"121","33","58","156","39","8","158","48","0","145","58","208","145","57","116","164","52","0","154","45","1","178","69","1","193","77","29","161","42","2"
,"122","33","24","156","39","3","158","48","0","146","59","162","146","58","183","164","52","1","154","45","2","179","69","27","194","77","49","162","42","28"
,"122","33","12","156","39","7","158","48","0","147","60","111","147","59","178","164","52","0","154","45","0","180","69","67","195","78","101","163","42","43"
,"122","33","5","156","39","12","158","48","2","148","60","63","148","60","139","164","52","0","154","45","0","181","69","85","196","79","122","164","43","110"
,"122","33","9","157","39","17","158","48","2","149","60","33","149","60","88","164","52","0","154","45","0","182","70","115","197","80","103","165","44","172"
,"122","33","13","157","39","10","158","48","0","150","60","16","150","60","54","164","52","0","154","45","10","183","71","127","198","80","64","166","45","148"
,"122","33","10","157","39","3","158","48","2","150","60","2","151","60","35","164","52","0","155","45","17","184","71","94","199","80","43","167","45","87"
,"122","33","14","157","39","0","158","48","0","150","60","1","152","60","18","164","52","0","156","45","28","185","71","70","200","80","25","168","45","43"
,"122","33","5","157","39","0","158","48","0","150","60","2","152","60","7","165","52","32","157","45","16","186","71","52","200","80","4","168","45","12"
,"122","33","0","157","39","2","158","48","1","150","60","1","152","60","2","166","52","83","157","45","3","187","71","39","200","80","7","168","45","4"
,"122","33","0","157","39","6","158","48","0","150","60","0","152","60","1","167","53","166","157","45","0","188","71","27","200","80","6","168","45","1"
,"122","33","0","157","39","0","158","48","0","150","60","0","152","60","3","168","54","209","157","45","1","189","71","18","200","80","1","168","45","1"
,"122","33","0","157","39","0","158","48","0","150","60","5","152","60","0","169","55","156","157","45","0","189","71","0","200","80","0","168","45","4"
,"122","33","0","157","39","0","158","48","1","151","60","21","152","60","0","170","56","105","157","45","0","189","71","0","200","80","0","168","45","10"
,"122","33","0","157","39","0","158","48","3","152","60","20","152","60","1","171","56","44","157","45","11","189","71","1","200","80","0","169","45","17"
,"122","33","0","157","39","0","158","48","1","152","60","12","152","60","0","172","56","19","158","45","75","189","71","0","200","80","0","170","45","27"
,"122","33","0","157","39","0","158","48","4","152","60","8","152","60","0","172","56","1","159","45","81","189","71","1","200","80","2","171","45","57"
,"122","33","1","157","39","0","158","48","0","152","60","8","152","60","0","172","56","0","160","46","116","189","71","0","200","80","1","172","45","89"
,"122","33","4","157","39","1","158","48","1","153","60","19","152","60","0","172","56","0","161","47","130","189","71","1","200","80","0","173","46","129"
,"123","33","37","157","39","2","158","48","0","153","60","3","152","60","0","172","56","0","162","47","98","189","71","1","200","80","0","174","46","88"
,"124","33","46","157","39","1","158","48","1","153","60","0","152","60","0","172","56","0","163","47","53","189","71","0","200","80","0","175","46","48"
,"125","34","106","157","39","0","159","48","25","153","60","2","152","60","0","172","56","0","164","47","23","189","71","0","200","80","0","176","46","16"
,"126","35","148","157","39","0","160","48","64","153","60","4","153","60","27","172","56","1","164","47","1","189","71","0","200","80","0","176","46","1"
,"127","36","121","157","39","0","161","49","129","153","60","1","154","60","27","172","56","0","164","47","0","189","71","1","200","80","0","176","46","2"
